sample,region-set,Dip_area,Dip_depth
EE87946,HeLa_cluster1777_hg38,0.96,-0.25
EE87946,panc_adenoca_cluster1261_hg38,-1.14,-0.56
EE87946,mammary_epithel_cluster2438_hg38,-0.02,-1.27
EE87946,hematopoietic_specific_liquorice_hg38,0.52,-0.68
EE87946,skeletal_muscle_cluster1518_hg38,-0.06,0.16
EE87946,SAEC_hg38,2.13,-1.38
EE88165,prostate_cluster2483_hg38,-0.64,-0.45
EE88165,hepatocyte_all_hg38,-0.29,-1.25
EE88165,colon_cluster507_hg38,-0.61,-0.26
EE88165,A549_hg38,-0.32,-0.13
EE88165,panc_epithel_cluster1974_hg38,-1.2,0.07
EE88165,HPF_lung_fibroblast_cluster1737_hg38,1.43,-0.61
EE88165,melano_SOX_clusters1863_2205_hg38,-0.12,0.16
EE88165,HeLa_cluster1777_hg38,0.51,-1.38
EE88165,panc_adenoca_cluster1261_hg38,0.54,-1.21
EE88165,mammary_epithel_cluster2438_hg38,-0.02,-0.2
EE88165,hematopoietic_specific_liquorice_hg38,-1.42,0.75
EE88165,skeletal_muscle_cluster1518_hg38,-0.5,-1.21
EE88165,SAEC_hg38,-0.1,-1.15
EE88120,prostate_cluster2483_hg38,0.66,-0.49
EE88120,hepatocyte_all_hg38,-0.13,0.69
EE88120,colon_cluster507_hg38,-1.11,0.07
EE88120,A549_hg38,0.38,-0.5
EE88120,panc_epithel_cluster1974_hg38,0.24,0.5
EE88120,HPF_lung_fibroblast_cluster1737_hg38,-0.58,-0.02
EE88120,melano_SOX_clusters1863_2205_hg38,-0.47,1.04
EE88120,HeLa_cluster1777_hg38,0.54,-1.1
EE88120,panc_adenoca_cluster1261_hg38,0.73,-0.23
EE88120,mammary_epithel_cluster2438_hg38,1.37,-1.3
EE88120,hematopoietic_specific_liquorice_hg38,0.47,0.04
EE88120,skeletal_muscle_cluster1518_hg38,-0.1,-1.29
EE88120,SAEC_hg38,0.25,0.21
EE88152,prostate_cluster2483_hg38,0.44,0.5
EE88152,hepatocyte_all_hg38,0.29,-1.26
EE88152,colon_cluster507_hg38,-1.53,-1.04
EE88152,A549_hg38,-0.02,-0.42
EE88152,panc_epithel_cluster1974_hg38,-0.91,1.27
EE88152,HPF_lung_fibroblast_cluster1737_hg38,1.76,0.02
EE88152,melano_SOX_clusters1863_2205_hg38,-0.2,-0.52
EE88152,HeLa_cluster1777_hg38,-0.68,-0.79
EE88152,panc_adenoca_cluster1261_hg38,-0.74,1.73
EE88152,mammary_epithel_cluster2438_hg38,0.49,-0.1
EE88152,hematopoietic_specific_liquorice_hg38,-0.77,1.16
EE88152,skeletal_muscle_cluster1518_hg38,-0.39,0.5
EE88152,SAEC_hg38,-0.17,-0.83
EE88045,prostate_cluster2483_hg38,0.14,0.52
EE88045,hepatocyte_all_hg38,0.48,0.39
EE88045,colon_cluster507_hg38,-1.79,1.15
EE88045,A549_hg38,0.75,-0.08
EE88045,panc_epithel_cluster1974_hg38,-0.13,-0.18
EE88045,HPF_lung_fibroblast_cluster1737_hg38,-1.93,0.67
EE88045,melano_SOX_clusters1863_2205_hg38,0.4,0.72
EE88045,HeLa_cluster1777_hg38,1.81,-0.32
EE88045,panc_adenoca_cluster1261_hg38,-1.69,0.17
EE88045,mammary_epithel_cluster2438_hg38,0.28,0.3
EE88045,hematopoietic_specific_liquorice_hg38,0.56,-1.32
EE88045,skeletal_muscle_cluster1518_hg38,-1.08,0.57
EE88045,SAEC_hg38,-0.08,-0.95
EE88267,prostate_cluster2483_hg38,-2.11,2.7
EE88267,hepatocyte_all_hg38,-7.14,4.51
EE88267,colon_cluster507_hg38,-2.11,2.82
EE88267,A549_hg38,-11.96,9.97
EE88267,panc_epithel_cluster1974_hg38,-8.39,2.4
EE88267,HPF_lung_fibroblast_cluster1737_hg38,0.83,1.15
EE88267,melano_SOX_clusters1863_2205_hg38,1.55,0.99
EE88267,HeLa_cluster1777_hg38,-4.46,4.14
EE88267,panc_adenoca_cluster1261_hg38,-1.75,1.84
EE88267,mammary_epithel_cluster2438_hg38,-4.61,5.7
EE88267,hematopoietic_specific_liquorice_hg38,4.95,-4.28
EE88267,skeletal_muscle_cluster1518_hg38,2.06,-0.89
EE88267,SAEC_hg38,-7.82,8.38
EE88246,prostate_cluster2483_hg38,-0.36,0.61
EE88246,hepatocyte_all_hg38,-0.41,-0.92
EE88246,colon_cluster507_hg38,-0.5,-1.27
EE88246,A549_hg38,-0.07,0.02
EE88246,panc_epithel_cluster1974_hg38,-0.49,1.36
EE88246,HPF_lung_fibroblast_cluster1737_hg38,-0.45,0.13
EE88246,melano_SOX_clusters1863_2205_hg38,0.67,-1.22
EE88246,HeLa_cluster1777_hg38,1.13,-1.38
EE88246,panc_adenoca_cluster1261_hg38,0.13,-0.63
EE88246,mammary_epithel_cluster2438_hg38,1.92,-0.79
EE88246,hematopoietic_specific_liquorice_hg38,1.97,-1.23
EE88246,skeletal_muscle_cluster1518_hg38,-0.21,-0.56
EE88246,SAEC_hg38,-0.61,1.31
EE88093,prostate_cluster2483_hg38,0.87,-1.41
EE88093,hepatocyte_all_hg38,-0.21,-0.73
EE88093,colon_cluster507_hg38,-1.32,1.17
EE88093,A549_hg38,1.25,-1.18
EE88093,panc_epithel_cluster1974_hg38,-0.64,0.24
EE88093,HPF_lung_fibroblast_cluster1737_hg38,-0.24,-1.12
EE88093,melano_SOX_clusters1863_2205_hg38,-0.66,-0.23
EE88093,HeLa_cluster1777_hg38,-0.48,-2.03
EE88093,panc_adenoca_cluster1261_hg38,0.23,0.66
EE88093,mammary_epithel_cluster2438_hg38,-0.07,-0.78
EE88093,hematopoietic_specific_liquorice_hg38,-0.21,0.52
EE88093,skeletal_muscle_cluster1518_hg38,-1.38,-0.52
EE88093,SAEC_hg38,0.84,-0.53
EE87941,prostate_cluster2483_hg38,0.41,-0.33
EE87941,hepatocyte_all_hg38,0.4,0.35
EE87941,colon_cluster507_hg38,-1.02,0.13
EE87941,A549_hg38,1.55,-2.03
EE87941,panc_epithel_cluster1974_hg38,0.01,1.02
EE87941,HPF_lung_fibroblast_cluster1737_hg38,-0.09,-0.33
EE87941,melano_SOX_clusters1863_2205_hg38,1.1,-0.42
EE87941,HeLa_cluster1777_hg38,2.76,-1.09
EE87941,panc_adenoca_cluster1261_hg38,0.14,-0.38
EE87941,mammary_epithel_cluster2438_hg38,-1.14,-1.51
EE87941,hematopoietic_specific_liquorice_hg38,-0.16,-0.44
EE87941,skeletal_muscle_cluster1518_hg38,-0.4,1.08
EE87941,SAEC_hg38,-0.03,1.8
EE87821,prostate_cluster2483_hg38,-3.03,3.6
EE87821,hepatocyte_all_hg38,-0.9,1.4
EE87821,colon_cluster507_hg38,-1.35,1.06
EE87821,A549_hg38,-1.59,3.59
EE87821,panc_epithel_cluster1974_hg38,-3.82,3.53
EE87821,HPF_lung_fibroblast_cluster1737_hg38,1.69,1.06
EE87821,melano_SOX_clusters1863_2205_hg38,-0.95,0.8
EE87821,HeLa_cluster1777_hg38,-3.65,4.17
EE87821,panc_adenoca_cluster1261_hg38,-0.73,3.8
EE87821,mammary_epithel_cluster2438_hg38,-4.45,3.36
EE87821,hematopoietic_specific_liquorice_hg38,3.97,-1.93
EE87821,skeletal_muscle_cluster1518_hg38,-0.05,-1.17
EE87821,SAEC_hg38,-3.4,4.69
EE88016,prostate_cluster2483_hg38,0.27,1.25
EE88016,hepatocyte_all_hg38,0.18,0.36
EE88016,colon_cluster507_hg38,0.38,-0.41
EE88016,A549_hg38,-0.36,-1.01
EE88016,panc_epithel_cluster1974_hg38,0.59,-1.47
EE88016,HPF_lung_fibroblast_cluster1737_hg38,0.7,-0.75
EE88016,melano_SOX_clusters1863_2205_hg38,-0.84,0.18
EE88016,HeLa_cluster1777_hg38,-1,0.94
EE88016,panc_adenoca_cluster1261_hg38,-1.03,-0.21
EE88016,mammary_epithel_cluster2438_hg38,1.65,-0.27
EE88016,hematopoietic_specific_liquorice_hg38,-0.94,1.55
EE88016,skeletal_muscle_cluster1518_hg38,-0.72,1.28
EE88016,SAEC_hg38,0.61,0.45
EE88010,prostate_cluster2483_hg38,0.31,0.27
EE88010,hepatocyte_all_hg38,-1.11,1.75
EE88010,colon_cluster507_hg38,-0.09,0.31
EE88010,A549_hg38,0.29,-0.98
EE88010,panc_epithel_cluster1974_hg38,-2.08,-0.79
EE88010,HPF_lung_fibroblast_cluster1737_hg38,-0.75,-0.71
EE88010,melano_SOX_clusters1863_2205_hg38,0.1,-1.76
EE88010,HeLa_cluster1777_hg38,2.02,-1.03
EE88010,panc_adenoca_cluster1261_hg38,-0.98,1.6
EE88010,mammary_epithel_cluster2438_hg38,-0.14,0.89
EE88010,hematopoietic_specific_liquorice_hg38,-1.31,0.75
EE88010,skeletal_muscle_cluster1518_hg38,0.34,0.9
EE88010,SAEC_hg38,0.72,-1.34
EE88133,prostate_cluster2483_hg38,-0.68,0.85
EE88133,hepatocyte_all_hg38,1.18,-1.79
EE88133,colon_cluster507_hg38,1.11,0.77
EE88133,A549_hg38,-0.16,0.51
EE88133,panc_epithel_cluster1974_hg38,-0.55,-0.13
EE88133,HPF_lung_fibroblast_cluster1737_hg38,0.7,1.33
EE88133,melano_SOX_clusters1863_2205_hg38,-1.12,0.12
EE88133,HeLa_cluster1777_hg38,-0.69,0.42
EE88133,panc_adenoca_cluster1261_hg38,0.3,-1.33
EE88133,mammary_epithel_cluster2438_hg38,-0.83,1.33
EE88133,hematopoietic_specific_liquorice_hg38,-1.44,2.02
EE88133,skeletal_muscle_cluster1518_hg38,0.34,-0.78
EE88133,SAEC_hg38,1.32,-0.88
EE87970,prostate_cluster2483_hg38,2.83,-0.41
EE87970,hepatocyte_all_hg38,0.63,-0.89
EE87970,colon_cluster507_hg38,-0.52,0.78
EE87970,A549_hg38,-0.67,-0.52
EE87970,panc_epithel_cluster1974_hg38,1.35,-0.92
EE87970,HPF_lung_fibroblast_cluster1737_hg38,-1.73,0
EE87970,melano_SOX_clusters1863_2205_hg38,-0.28,0.19
EE87970,HeLa_cluster1777_hg38,0.41,0.12
EE87970,panc_adenoca_cluster1261_hg38,-1.76,0.11
EE87970,mammary_epithel_cluster2438_hg38,0.22,0.42
EE87970,hematopoietic_specific_liquorice_hg38,-1.18,1.47
EE87970,skeletal_muscle_cluster1518_hg38,0.49,-0.42
EE87970,SAEC_hg38,0.89,0.35
EE88199,prostate_cluster2483_hg38,-1.3,0.55
EE88199,hepatocyte_all_hg38,-1.94,-0.98
EE88199,colon_cluster507_hg38,1.24,-2.93
EE88199,A549_hg38,-0.78,-0.04
EE88199,panc_epithel_cluster1974_hg38,-0.34,-0.37
EE88199,HPF_lung_fibroblast_cluster1737_hg38,-1.92,0.27
EE88199,melano_SOX_clusters1863_2205_hg38,1.83,0.11
EE88199,HeLa_cluster1777_hg38,0.36,0.67
EE88199,panc_adenoca_cluster1261_hg38,-0.77,-0.66
EE88199,mammary_epithel_cluster2438_hg38,0.71,0.64
EE88199,hematopoietic_specific_liquorice_hg38,1.89,0.85
EE88199,skeletal_muscle_cluster1518_hg38,-0.44,-0.12
EE88199,SAEC_hg38,-0.24,1.16
EE88184,prostate_cluster2483_hg38,-0.6,1.02
EE88184,hepatocyte_all_hg38,-3.53,1.15
EE88184,colon_cluster507_hg38,-0.78,-0.64
EE88184,A549_hg38,-0.77,-1.83
EE88184,panc_epithel_cluster1974_hg38,-0.51,-0.84
EE88184,HPF_lung_fibroblast_cluster1737_hg38,-0.35,-0.39
EE88184,melano_SOX_clusters1863_2205_hg38,-0.11,0.12
EE88184,HeLa_cluster1777_hg38,-0.22,0.35
EE88184,panc_adenoca_cluster1261_hg38,-0.06,-2.1
EE88184,mammary_epithel_cluster2438_hg38,-1.05,1.12
EE88184,hematopoietic_specific_liquorice_hg38,2.91,-2.73
EE88184,skeletal_muscle_cluster1518_hg38,0.29,-1.49
EE88184,SAEC_hg38,-3.22,1.2
EE87931,prostate_cluster2483_hg38,-1.11,0.3
EE87931,hepatocyte_all_hg38,-0.8,0.16
EE87931,colon_cluster507_hg38,-0.89,-0.29
EE87931,A549_hg38,-0.64,0.27
EE87931,panc_epithel_cluster1974_hg38,0.76,-0.81
EE87931,HPF_lung_fibroblast_cluster1737_hg38,-0.14,-0.68
EE87931,melano_SOX_clusters1863_2205_hg38,0.84,0.02
EE87931,HeLa_cluster1777_hg38,1.53,-1.02
EE87931,panc_adenoca_cluster1261_hg38,1.04,-1.05
EE87931,mammary_epithel_cluster2438_hg38,0.13,0.23
EE87931,hematopoietic_specific_liquorice_hg38,-0.22,-0.13
EE87931,skeletal_muscle_cluster1518_hg38,-0.01,-1.44
EE87931,SAEC_hg38,0.72,-0.64
EE87994,prostate_cluster2483_hg38,-0.33,-1.44
EE87994,hepatocyte_all_hg38,0.82,-0.46
EE87994,colon_cluster507_hg38,-2.14,0.37
EE87994,A549_hg38,0.12,-0.94
EE87994,panc_epithel_cluster1974_hg38,-0.4,-1.43
EE87994,HPF_lung_fibroblast_cluster1737_hg38,0.87,-1.62
EE87994,melano_SOX_clusters1863_2205_hg38,-1.08,-0.37
EE87994,HeLa_cluster1777_hg38,-0.17,0.59
EE87994,panc_adenoca_cluster1261_hg38,1.13,-0.83
EE87994,mammary_epithel_cluster2438_hg38,-0.96,0.98
EE87994,hematopoietic_specific_liquorice_hg38,-0.46,0
EE87994,skeletal_muscle_cluster1518_hg38,0.82,-0.51
EE87994,SAEC_hg38,0.73,-0.21
EE88230,prostate_cluster2483_hg38,-0.69,0.1
EE88230,hepatocyte_all_hg38,1.89,-0.61
EE88230,colon_cluster507_hg38,-0.38,-0.56
EE88230,A549_hg38,0.14,0.94
EE88230,panc_epithel_cluster1974_hg38,-0.41,0.71
EE88230,HPF_lung_fibroblast_cluster1737_hg38,1.06,-1.76
EE88230,melano_SOX_clusters1863_2205_hg38,-0.63,0.93
EE88230,HeLa_cluster1777_hg38,1.18,-1.22
EE88230,panc_adenoca_cluster1261_hg38,0.5,-1.21
EE88230,mammary_epithel_cluster2438_hg38,-1.11,-1.78
EE88230,hematopoietic_specific_liquorice_hg38,0.83,-1.03
EE88230,skeletal_muscle_cluster1518_hg38,1.95,-0.67
EE88230,SAEC_hg38,0.08,0.37
EE88056,prostate_cluster2483_hg38,0.66,-0.67
EE88056,hepatocyte_all_hg38,0.36,-0.03
EE88056,colon_cluster507_hg38,-0.08,-1.15
EE88056,A549_hg38,0.87,-1.62
EE88056,panc_epithel_cluster1974_hg38,0.5,-0.92
EE88056,HPF_lung_fibroblast_cluster1737_hg38,0.31,-2.11
EE88056,melano_SOX_clusters1863_2205_hg38,-0.04,-0.75
EE88056,HeLa_cluster1777_hg38,1.14,-1.16
EE88056,panc_adenoca_cluster1261_hg38,-0.56,-1.18
EE88056,mammary_epithel_cluster2438_hg38,-0.6,0.56
EE88056,hematopoietic_specific_liquorice_hg38,-0.32,0.49
EE88056,skeletal_muscle_cluster1518_hg38,0.15,-0.47
EE88056,SAEC_hg38,0.23,0.06
EE87801,prostate_cluster2483_hg38,-1.75,-2.13
EE87801,hepatocyte_all_hg38,0.54,-0.18
EE87801,colon_cluster507_hg38,-1.78,1.63
EE87801,A549_hg38,-1.24,-0.47
EE87801,panc_epithel_cluster1974_hg38,2.34,-1.52
EE87801,HPF_lung_fibroblast_cluster1737_hg38,1.37,-1.49
EE87801,melano_SOX_clusters1863_2205_hg38,-0.89,0.26
EE87801,HeLa_cluster1777_hg38,-1.06,-0.1
EE87801,panc_adenoca_cluster1261_hg38,-0.92,0.32
EE87801,mammary_epithel_cluster2438_hg38,2.2,0.27
EE87801,hematopoietic_specific_liquorice_hg38,0.09,0.32
EE87801,skeletal_muscle_cluster1518_hg38,-1.17,-0.46
EE87801,SAEC_hg38,0.17,-0.44
EE87929,prostate_cluster2483_hg38,-1.84,-0.35
EE87929,hepatocyte_all_hg38,-1.89,-0.05
EE87929,colon_cluster507_hg38,-1.01,0.57
EE87929,A549_hg38,-1.89,1.33
EE87929,panc_epithel_cluster1974_hg38,-0.26,-0.86
EE87929,HPF_lung_fibroblast_cluster1737_hg38,-1.01,-0.58
EE87929,melano_SOX_clusters1863_2205_hg38,-0.3,-0.36
EE87929,HeLa_cluster1777_hg38,-0.62,-0.73
EE87929,panc_adenoca_cluster1261_hg38,0.39,-1.12
EE87929,mammary_epithel_cluster2438_hg38,0.69,-1.45
EE87929,hematopoietic_specific_liquorice_hg38,1.39,-1.93
EE87929,skeletal_muscle_cluster1518_hg38,-0.18,0.38
EE87929,SAEC_hg38,0.51,-0.78
EE88232,prostate_cluster2483_hg38,1.28,1.11
EE88232,hepatocyte_all_hg38,0.03,-0.02
EE88232,colon_cluster507_hg38,-1.77,0.88
EE88232,A549_hg38,1.81,-0.4
EE88232,panc_epithel_cluster1974_hg38,-0.34,-0.37
EE88232,HPF_lung_fibroblast_cluster1737_hg38,2.35,-0.08
EE88232,melano_SOX_clusters1863_2205_hg38,-0.44,-0.76
EE88232,HeLa_cluster1777_hg38,1.29,-0.04
EE88232,panc_adenoca_cluster1261_hg38,0.33,0.81
EE88232,mammary_epithel_cluster2438_hg38,0.2,-0.44
EE88232,hematopoietic_specific_liquorice_hg38,1.87,-1.18
EE88232,skeletal_muscle_cluster1518_hg38,-0.73,0.49
EE88232,SAEC_hg38,-0.48,1.13
EE88153,prostate_cluster2483_hg38,0.33,0.85
EE88153,hepatocyte_all_hg38,0.47,-1.02
EE88153,colon_cluster507_hg38,1.33,-1.16
EE88153,A549_hg38,0.86,-2.87
EE88153,panc_epithel_cluster1974_hg38,0.37,0.33
EE88153,HPF_lung_fibroblast_cluster1737_hg38,-0.06,-0.89
EE88153,melano_SOX_clusters1863_2205_hg38,0.16,-0.65
EE88153,HeLa_cluster1777_hg38,0.56,-1.25
EE88153,panc_adenoca_cluster1261_hg38,0.53,-0.4
EE88153,mammary_epithel_cluster2438_hg38,-0.57,-0.71
EE88153,hematopoietic_specific_liquorice_hg38,-0.11,0.16
EE88153,skeletal_muscle_cluster1518_hg38,-0.45,-0.29
EE88153,SAEC_hg38,0.85,-0.16
EE88196,prostate_cluster2483_hg38,-1.14,1.9
EE88196,hepatocyte_all_hg38,-2.7,1.8
EE88196,colon_cluster507_hg38,-0.39,-1.41
EE88196,A549_hg38,-2.02,2.27
EE88196,panc_epithel_cluster1974_hg38,-0.12,-0.98
EE88196,HPF_lung_fibroblast_cluster1737_hg38,-1.09,-0.28
EE88196,melano_SOX_clusters1863_2205_hg38,1.51,0.08
EE88196,HeLa_cluster1777_hg38,-1.25,-0.86
EE88196,panc_adenoca_cluster1261_hg38,-0.55,-1.02
EE88196,mammary_epithel_cluster2438_hg38,-1.34,-0.45
EE88196,hematopoietic_specific_liquorice_hg38,2.79,-5.39
EE88196,skeletal_muscle_cluster1518_hg38,-2.3,-1.04
EE88196,SAEC_hg38,-0.73,0.64
EE88226,prostate_cluster2483_hg38,-1.08,-0.01
EE88226,hepatocyte_all_hg38,-0.26,0.3
EE88226,colon_cluster507_hg38,0.9,-0.19
EE88226,A549_hg38,0.78,-1.77
EE88226,panc_epithel_cluster1974_hg38,0.74,0.59
EE88226,HPF_lung_fibroblast_cluster1737_hg38,0.19,0.38
EE88226,melano_SOX_clusters1863_2205_hg38,0.75,0.22
EE88226,HeLa_cluster1777_hg38,0.35,-1.14
EE88226,panc_adenoca_cluster1261_hg38,0.8,-0.58
EE88226,mammary_epithel_cluster2438_hg38,1.01,-0.6
EE88226,hematopoietic_specific_liquorice_hg38,1.25,-0.95
EE88226,skeletal_muscle_cluster1518_hg38,-1.01,-0.17
EE88226,SAEC_hg38,-0.11,0.47
EE87944,prostate_cluster2483_hg38,-1.08,0.06
EE87944,hepatocyte_all_hg38,0.21,-0.13
EE87944,colon_cluster507_hg38,0.41,-0.89
EE87944,A549_hg38,0.02,-0.73
EE87944,panc_epithel_cluster1974_hg38,-0.85,-0.06
EE87944,HPF_lung_fibroblast_cluster1737_hg38,1.74,-0.8
EE87944,melano_SOX_clusters1863_2205_hg38,1.24,-0.66
EE87944,HeLa_cluster1777_hg38,0.69,-0.14
EE87944,panc_adenoca_cluster1261_hg38,-0.69,0.54
EE87944,mammary_epithel_cluster2438_hg38,0.32,-0.49
EE87944,hematopoietic_specific_liquorice_hg38,0.17,0.66
EE87944,skeletal_muscle_cluster1518_hg38,-0.87,-0.52
EE87944,SAEC_hg38,0.74,-0.19
EE88042,prostate_cluster2483_hg38,-0.15,0.97
EE88042,hepatocyte_all_hg38,-1.01,2.14
EE88042,colon_cluster507_hg38,-0.23,2.28
EE88042,A549_hg38,-1.94,3.85
EE88042,panc_epithel_cluster1974_hg38,-0.92,1.38
EE88042,HPF_lung_fibroblast_cluster1737_hg38,-2.69,3.27
EE88042,melano_SOX_clusters1863_2205_hg38,0.82,3.65
EE88042,HeLa_cluster1777_hg38,-0.67,3.17
EE88042,panc_adenoca_cluster1261_hg38,-0.08,-0.18
EE88042,mammary_epithel_cluster2438_hg38,-1.43,1.62
EE88042,hematopoietic_specific_liquorice_hg38,2.27,-0.98
EE88042,skeletal_muscle_cluster1518_hg38,0.43,1.65
EE88042,SAEC_hg38,-1.88,1.54
EE88026,prostate_cluster2483_hg38,0.01,0.28
EE88026,hepatocyte_all_hg38,1.44,-0.73
EE88026,colon_cluster507_hg38,1.2,-0.56
EE88026,A549_hg38,0.92,1.1
EE88026,panc_epithel_cluster1974_hg38,2.04,0.69
EE88026,HPF_lung_fibroblast_cluster1737_hg38,0.13,1.1
EE88026,melano_SOX_clusters1863_2205_hg38,-0.19,0.11
EE88026,HeLa_cluster1777_hg38,-0.79,1.4
EE88026,panc_adenoca_cluster1261_hg38,1.22,1.6
EE88026,mammary_epithel_cluster2438_hg38,0.43,-0.24
EE88026,hematopoietic_specific_liquorice_hg38,1.03,-0.56
EE88026,skeletal_muscle_cluster1518_hg38,-0.09,0.3
EE88026,SAEC_hg38,0.34,-0.22
EE87790,prostate_cluster2483_hg38,-1.29,1.91
EE87790,hepatocyte_all_hg38,-4.8,4.36
EE87790,colon_cluster507_hg38,0.02,1.19
EE87790,A549_hg38,-6.9,6.81
EE87790,panc_epithel_cluster1974_hg38,-0.76,1.68
EE87790,HPF_lung_fibroblast_cluster1737_hg38,-0.68,0.32
EE87790,melano_SOX_clusters1863_2205_hg38,-0.27,-0.95
EE87790,HeLa_cluster1777_hg38,-2,1.86
EE87790,panc_adenoca_cluster1261_hg38,1.27,-1.05
EE87790,mammary_epithel_cluster2438_hg38,-0.43,-0.86
EE87790,hematopoietic_specific_liquorice_hg38,3.31,-1.71
EE87790,skeletal_muscle_cluster1518_hg38,-0.65,-0.93
EE87790,SAEC_hg38,-2.16,0.28
EE87855,prostate_cluster2483_hg38,-0.07,0.98
EE87855,hepatocyte_all_hg38,-1.33,1.27
EE87855,colon_cluster507_hg38,1.63,-1.39
EE87855,A549_hg38,1.32,-1.38
EE87855,panc_epithel_cluster1974_hg38,-0.56,-0.61
EE87855,HPF_lung_fibroblast_cluster1737_hg38,1.79,0.2
EE87855,melano_SOX_clusters1863_2205_hg38,-0.06,-1.01
EE87855,HeLa_cluster1777_hg38,1.07,-3.54
EE87855,panc_adenoca_cluster1261_hg38,-1.52,4.62
EE87855,mammary_epithel_cluster2438_hg38,-2.73,-2
EE87855,hematopoietic_specific_liquorice_hg38,4.46,-15.18
EE87855,skeletal_muscle_cluster1518_hg38,-0.9,-0.45
EE87855,SAEC_hg38,2.69,-1.1
EE88107,prostate_cluster2483_hg38,2.67,-0.29
EE88107,hepatocyte_all_hg38,-0.32,-0.74
EE88107,colon_cluster507_hg38,-1.33,-0.96
EE88107,A549_hg38,-0.11,0.55
EE88107,panc_epithel_cluster1974_hg38,0.54,-1.46
EE88107,HPF_lung_fibroblast_cluster1737_hg38,0.24,0.14
EE88107,melano_SOX_clusters1863_2205_hg38,-0.43,2.57
EE88107,HeLa_cluster1777_hg38,1.28,0.48
EE88107,panc_adenoca_cluster1261_hg38,0.16,1.22
EE88107,mammary_epithel_cluster2438_hg38,2.4,-1.58
EE88107,hematopoietic_specific_liquorice_hg38,0.17,-0.06
EE88107,skeletal_muscle_cluster1518_hg38,1,0.28
EE88107,SAEC_hg38,0.64,-0.48
EE87992,prostate_cluster2483_hg38,1.34,0.26
EE87992,hepatocyte_all_hg38,-1.25,0.51
EE87992,colon_cluster507_hg38,0.16,-1.34
EE87992,A549_hg38,0.35,0.33
EE87992,panc_epithel_cluster1974_hg38,0.23,-0.53
EE87992,HPF_lung_fibroblast_cluster1737_hg38,0.18,0.15
EE87992,melano_SOX_clusters1863_2205_hg38,0.93,-0.99
EE87992,HeLa_cluster1777_hg38,0.54,0.02
EE87992,panc_adenoca_cluster1261_hg38,-1.22,-0.62
EE87992,mammary_epithel_cluster2438_hg38,1.48,-1.68
EE87992,hematopoietic_specific_liquorice_hg38,-1.22,1.87
EE87992,skeletal_muscle_cluster1518_hg38,-1.92,-0.01
EE87992,SAEC_hg38,-0.84,-1.56
EE88262,prostate_cluster2483_hg38,0.74,0.41
EE88262,hepatocyte_all_hg38,0.15,-0.71
EE88262,colon_cluster507_hg38,0.08,0.73
EE88262,A549_hg38,0.92,-0.3
EE88262,panc_epithel_cluster1974_hg38,-1.18,-0.86
EE88262,HPF_lung_fibroblast_cluster1737_hg38,1.17,1.17
EE88262,melano_SOX_clusters1863_2205_hg38,-1.77,-0.25
EE88262,HeLa_cluster1777_hg38,-0.26,-0.12
EE88262,panc_adenoca_cluster1261_hg38,-0.19,-1.33
EE88262,mammary_epithel_cluster2438_hg38,-0.26,0.58
EE88262,hematopoietic_specific_liquorice_hg38,0.8,-0.82
EE88262,skeletal_muscle_cluster1518_hg38,0.92,0.86
EE88262,SAEC_hg38,0.21,-1.12
EE88188,prostate_cluster2483_hg38,-0.33,0.01
EE88188,hepatocyte_all_hg38,1.52,-0.45
EE88188,colon_cluster507_hg38,-0.21,3.17
EE88188,A549_hg38,-0.06,-0.57
EE88188,panc_epithel_cluster1974_hg38,0.73,-0.56
EE88188,HPF_lung_fibroblast_cluster1737_hg38,-0.06,-0.22
EE88188,melano_SOX_clusters1863_2205_hg38,-1.46,-1
EE88188,HeLa_cluster1777_hg38,1.75,-1.38
EE88188,panc_adenoca_cluster1261_hg38,1.19,-0.37
EE88188,mammary_epithel_cluster2438_hg38,1.18,0.32
EE88188,hematopoietic_specific_liquorice_hg38,1.52,-0.21
EE88188,skeletal_muscle_cluster1518_hg38,-0.64,1.86
EE88188,SAEC_hg38,-0.26,1.62
EE87815,prostate_cluster2483_hg38,-2.09,-0.87
EE87815,hepatocyte_all_hg38,-0.06,-0.96
EE87815,colon_cluster507_hg38,0.61,-1.3
EE87815,A549_hg38,0.93,-1.43
EE87815,panc_epithel_cluster1974_hg38,1.19,-0.42
EE87815,HPF_lung_fibroblast_cluster1737_hg38,0.66,-0.24
EE87815,melano_SOX_clusters1863_2205_hg38,-0.28,-0.52
EE87815,HeLa_cluster1777_hg38,0.97,-1.53
EE87815,panc_adenoca_cluster1261_hg38,0.38,-0.81
EE87815,mammary_epithel_cluster2438_hg38,1.11,-0.67
EE87815,hematopoietic_specific_liquorice_hg38,-0.13,0.52
EE87815,skeletal_muscle_cluster1518_hg38,1.36,-1.54
EE87815,SAEC_hg38,-0.42,-1.47
EE88251,prostate_cluster2483_hg38,-0.24,0.53
EE88251,hepatocyte_all_hg38,-0.08,0.09
EE88251,colon_cluster507_hg38,-0.29,0.79
EE88251,A549_hg38,-0.58,1.5
EE88251,panc_epithel_cluster1974_hg38,-2.12,-0.53
EE88251,HPF_lung_fibroblast_cluster1737_hg38,0.61,-0.38
EE88251,melano_SOX_clusters1863_2205_hg38,0.03,-0.47
EE88251,HeLa_cluster1777_hg38,-1.3,-0.34
